K2 MAC Lookup,K2 Host Name,K2 IP Address,Labstats Host Name VS K2 MAC,Labstats IP Address VS K2 MAC,IP MissMatch,Name Match,Column1,Column2,Column3
18:66:DA:15:FD:43,ITS8507WK-W10,192.168.171.144,ITS8507WK-W10,192.168.171.144,Match,Match,68:5b:35:b7:26:76,#VALUE!,#VALUE!
18:66:DA:15:FA:F3,ITS8508WK-W10,192.168.171.145,ITS8508WK-W10,192.168.171.145,Match,Match,68:5b:35:b7:87:60,#VALUE!,#VALUE!
18:66:DA:15:FE:7C,ITS8509WK-W10,192.168.171.146,ITS8509WK-W10,192.168.171.146,Match,Match,68:5b:35:b7:5b:19,#VALUE!,#VALUE!
18:66:DA:15:FD:70,ITS8510WK-W10,192.168.171.147,ITS8510WK-W10,192.168.171.147,Match,Match,68:5b:35:b3:d2:e0,#VALUE!,#VALUE!
34:17:EB:A5:79:EE,ITS8556WK-W7,192.168.181.134,UDIADMI-SEQB5AK,192.168.181.134,Match,No Match,68:5b:35:b7:90:2a,#VALUE!,#VALUE!
34:17:EB:A5:79:EE,ITS8556WK-W7,192.168.181.134,UDIADMI-SEQB5AK,192.168.181.134,Match,No Match,68:5b:35:b7:9f:21,#VALUE!,#VALUE!
34:17:EB:A5:7C:69,ITS8557WK-W7,192.168.181.135,ITS8557WK-W7,192.168.181.135,Match,Match,68:5b:35:b7:87:bf,#VALUE!,#VALUE!
34:17:EB:A5:7C:69,ITS8557WK-W7,192.168.181.135,ITS8557WK-W7,192.168.181.135,Match,Match,68:5b:35:c6:50:5a,#VALUE!,#VALUE!
34:17:EB:A4:FC:5E,ITS8558WK-W7,192.168.181.136,ITS8558WK-W7,192.168.181.136,Match,Match,68:5b:35:b7:5b:71,#VALUE!,#VALUE!
34:17:EB:A4:FC:5E,ITS8558WK-W7,192.168.181.136,ITS8558WK-W7,192.168.181.136,Match,Match,68:5b:35:a3:f6:e4,#VALUE!,#VALUE!
34:17:EB:A4:FC:9C,ITS8559WK-W7,192.168.181.137,ITS8559WK-W7,192.168.181.137,Match,Match,68:5b:35:b7:58:ec,#VALUE!,#VALUE!
34:17:EB:A4:FC:9C,ITS8559WK-W7,192.168.181.137,ITS8559WK-W7,192.168.181.137,Match,Match,68:5b:35:a3:fb:cb,#VALUE!,#VALUE!
34:17:EB:A5:BC:80,ITS8560WK-W7,192.168.181.138,ITS8560WK-W7,192.168.181.138,Match,Match,68:5b:35:b7:97:4f,#VALUE!,#VALUE!
34:17:EB:A5:BC:80,ITS8560WK-W7,192.168.181.138,ITS8560WK-W7,192.168.181.138,Match,Match,68:5b:35:a3:cf:59,#VALUE!,#VALUE!
34:17:EB:A5:76:06,ITS8562WK-W7,192.168.181.140,ITS8562WK-W7,192.168.181.140,Match,Match,68:5b:35:b7:5d:3b,#VALUE!,#VALUE!
34:17:EB:A5:76:06,ITS8562WK-W7,192.168.181.140,ITS8562WK-W7,192.168.181.140,Match,Match,68:5b:35:b7:8e:6c,#VALUE!,#VALUE!
34:17:EB:B1:48:08,ITS8563WK-W7,192.168.181.141,ITS8563WK-W7,192.168.181.141,Match,Match,68:5b:35:b7:a9:f8,#VALUE!,#VALUE!
34:17:EB:B1:48:08,ITS8563WK-W7,192.168.181.141,ITS8563WK-W7,192.168.181.141,Match,Match,68:5b:35:b7:97:7f,#VALUE!,#VALUE!
34:17:EB:A5:4B:EB,ITS8564WK-W7,192.168.181.142,ITS8564WK-W7,192.168.181.142,Match,Match,68:5b:35:b3:f5:62,#VALUE!,#VALUE!
34:17:EB:A5:4B:EB,ITS8564WK-W7,192.168.181.142,ITS8564WK-W7,192.168.181.142,Match,Match,68:5b:35:b7:32:22,#VALUE!,#VALUE!
34:17:EB:A4:F0:C8,ITS8565WK-W7,192.168.181.143,ITS8565WK-W7,192.168.181.143,Match,Match,68:5b:35:b3:cf:46,#VALUE!,#VALUE!
34:17:EB:A4:F0:C8,ITS8565WK-W7,192.168.181.143,ITS8565WK-W7,192.168.181.143,Match,Match,68:5b:35:b7:89:59,#VALUE!,#VALUE!
34:17:EB:A5:78:57,ITS8566WK-W7,192.168.181.144,ITS8566WK-W7,192.168.181.144,Match,Match,68:5b:35:b7:5a:f8,#VALUE!,#VALUE!
34:17:EB:A5:78:57,ITS8566WK-W7,192.168.181.144,ITS8566WK-W7,192.168.181.144,Match,Match,68:5b:35:b3:fb:7d,#VALUE!,#VALUE!
34:17:EB:D7:AA:02,ITS8736KW-W7,192.168.181.145,WINDOWS-AE0E8EM,192.168.181.145,Match,No Match,68:5b:35:b7:5b:c9,#VALUE!,#VALUE!
34:17:EB:D8:2A:7E,ITS8737WK-W7,192.168.181.146,WINDOWS-AG603J3,192.168.181.146,Match,No Match,68:5b:35:b7:87:2f,#VALUE!,#VALUE!
34:17:EB:D8:2E:51,ITS8738WK-W7,192.168.181.147,WINDOWS-4LI1O1S,192.168.181.147,Match,No Match,68:5b:35:b7:57:7d,#VALUE!,#VALUE!
34:17:EB:D8:2C:B4,ITS8739WK-W7,192.168.181.148,WINDOWS-0U6EFIU,192.168.181.148,Match,No Match,68:5b:35:b7:88:e5,#VALUE!,#VALUE!
34:17:EB:D8:74:47,ITS8740WK-W7,192.168.181.149,WINDOWS-2GEKDI0,192.168.181.149,Match,No Match,68:5b:35:b3:df:9e,#VALUE!,#VALUE!
34:17:EB:D8:6E:03,ITS8741WK-W7,192.168.181.150,WINDOWS-OR4IRPT,192.168.181.150,Match,No Match,68:5b:35:b7:74:3c,#VALUE!,#VALUE!
34:17:EB:D8:5F:5F,ITS8742WK-W7,192.168.181.151,WINDOWS-CDNIESV,192.168.181.151,Match,No Match,68:5b:35:c4:99:e6,#VALUE!,#VALUE!
34:17:EB:D8:6B:B6,ITS8743WK-W7,192.168.181.152,WINDOWS-I1DP6CA,192.168.181.152,Match,No Match,68:5b:35:b7:5b:e5,#VALUE!,#VALUE!
34:17:EB:D8:6B:4A,ITS8744WK-W7,192.168.181.153,WINDOWS-KLDIO69,192.168.181.153,Match,No Match,68:5b:35:b7:b5:7b,#VALUE!,#VALUE!
34:17:EB:D7:BF:F9,ITS8745WK-W7,192.168.181.154,WINDOWS-JLPFOF2,192.168.181.154,Match,No Match,68:5b:35:b7:23:b8,#VALUE!,#VALUE!
34:17:EB:D8:28:1B,ITS8746WK-W7,192.168.181.155,WINDOWS-6ENGJ2F,192.168.181.155,Match,No Match,68:5b:35:b7:21:4a,#VALUE!,#VALUE!
34:17:EB:D8:27:42,ITS8747WK-W7,192.168.181.156,WINDOWS-93NCO9B,192.168.181.156,Match,No Match,68:5b:35:c6:4e:0e,#VALUE!,#VALUE!
34:17:EB:D8:6B:BF,ITS8748WK-W7,192.168.181.157,WINDOWS-5K6MS6M,192.168.181.157,Match,No Match,68:5b:35:b7:7b:05,#VALUE!,#VALUE!
34:17:EB:D8:6B:EB,ITS8749WK-W7,192.168.181.158,WINDOWS-CQNN8FS,192.168.181.158,Match,No Match,68:5b:35:b7:28:e3,#VALUE!,#VALUE!
34:17:EB:D8:72:A6,ITS8750WK-W7,192.168.181.159,#N/A,#N/A,#N/A,#N/A,68:5b:35:b7:56:cf,#VALUE!,#VALUE!
34:17:EB:D8:73:39,ITS8751WK-W7,192.168.181.160,WINDOWS-V770DEK,192.168.181.160,Match,No Match,68:5b:35:b7:55:bd,#VALUE!,#VALUE!
34:17:EB:D8:26:AB,ITS8752WK-W7,192.168.181.161,WINDOWS-9B4L4NL,192.168.181.161,Match,No Match,68:5b:35:b7:18:72,#VALUE!,#VALUE!
34:17:EB:D7:AE:AA,ITS8753WK-W7,192.168.181.162,MININT-H3SP0MI,192.168.181.162,Match,No Match,18:66:DA:15:FD:43,#VALUE!,#VALUE!
34:17:EB:D8:27:D0,ITS8754WK-W7,192.168.181.163,WINDOWS-7QH2S53,192.168.181.163,Match,No Match,18:66:DA:15:FA:F3,#VALUE!,#VALUE!
34:17:EB:D8:6C:61,ITS8755WK-W7,192.168.181.164,WINDOWS-660MM9O,192.168.181.164,Match,No Match,18:66:DA:15:FE:7C,#VALUE!,#VALUE!
34:17:EB:D8:6C:03,ITS8756WK-W7,192.168.181.165,WINDOWS-LD87I0N,192.168.181.165,Match,No Match,18:66:DA:15:FD:70,#VALUE!,#VALUE!
34:17:EB:D8:2E:26,ITS8757WK-W7,192.168.181.166,WINDOWS-SF4R66V,192.168.181.166,Match,No Match,34:17:EB:A5:79:EE,#VALUE!,#VALUE!
34:17:EB:D7:A3:79,ITS8758WK-W7,192.168.181.167,WINDOWS-TAPQ1SV,192.168.181.167,Match,No Match,34:17:EB:A5:7C:69,#VALUE!,#VALUE!
34:17:EB:D8:6C:0C,ITS8759WK-W7,192.168.181.168,WINDOWS-6TQ38MB,192.168.181.168,Match,No Match,34:17:EB:A4:FC:5E,#VALUE!,#VALUE!
34:17:EB:D7:AB:E0,ITS8760WK-W7,192.168.181.169,WINDOWS-M1UQ6B2,192.168.181.169,Match,No Match,34:17:EB:A4:FC:9C,#VALUE!,#VALUE!
34:17:EB:D8:30:50,ITS8761WK-W7,192.168.181.170,WINDOWS-4GEK3DB,192.168.181.170,Match,No Match,34:17:EB:A5:BC:80,#VALUE!,#VALUE!
34:17:EB:D8:6B:06,ITS8762WK-W7,192.168.181.171,WINDOWS-8OMV230,192.168.181.171,Match,No Match,34:17:EB:A5:76:06,#VALUE!,#VALUE!
34:17:EB:D8:6C:3E,ITS8763WK-W7,192.168.181.172,WINDOWS-R07T99B,192.168.181.172,Match,No Match,34:17:EB:B1:48:08,#VALUE!,#VALUE!
34:17:EB:D8:6B:B0,ITS8764WK-W7,192.168.181.173,WINDOWS-86LBSHT,192.168.181.173,Match,No Match,34:17:EB:A5:4B:EB,#VALUE!,#VALUE!
34:17:EB:D8:6B:97,ITS8765WK-W7,192.168.181.174,WINDOWS-AUFG0GQ,192.168.181.174,Match,No Match,34:17:EB:A4:F0:C8,#VALUE!,#VALUE!
34:17:EB:D8:27:37,ITS8766WK-W7,192.168.181.175,WINDOWS-UIJ6JT3,192.168.181.175,Match,No Match,34:17:EB:A5:78:57,#VALUE!,#VALUE!
34:17:EB:D8:74:91,ITS8767WK-W7,192.168.181.176,WINDOWS-DP0GEIP,192.168.181.176,Match,No Match,34:17:EB:D7:AA:02,#VALUE!,#VALUE!
34:17:EB:D8:6E:E9,ITS8768WK-W7,192.168.181.177,WINDOWS-UHAK071,192.168.181.177,Match,No Match,34:17:EB:D8:2A:7E,#VALUE!,#VALUE!
34:17:EB:D7:A8:49,ITS8769WK-W7,192.168.181.178,WINDOWS-LGEVT89,192.168.181.178,Match,No Match,34:17:EB:D8:2E:51,#VALUE!,#VALUE!
34:17:EB:D8:81:E3,ITS8770WK-W7,192.168.181.179,WINDOWS-1U3GHEH,192.168.181.179,Match,No Match,34:17:EB:D8:2C:B4,#VALUE!,#VALUE!
34:17:EB:D7:A5:33,ITS8771WK-W7,192.168.181.180,WINDOWS-EHK99S6,192.168.181.180,Match,No Match,34:17:EB:D8:74:47,#VALUE!,#VALUE!
34:17:EB:D8:6E:3C,ITS8772WK-W7,192.168.181.181,WINDOWS-DSSORJP,192.168.181.181,Match,No Match,34:17:EB:D8:6E:03,#VALUE!,#VALUE!
34:17:EB:A4:F9:92,ITS8488WK-W7,192.168.181.205,ITS8561WK-W7,192.168.181.205,Match,No Match,34:17:EB:D8:5F:5F,#VALUE!,#VALUE!
34:17:EB:A4:F9:92,ITS8488WK-W7,192.168.181.205,ITS8561WK-W7,192.168.181.205,Match,No Match,34:17:EB:D8:6B:B6,#VALUE!,#VALUE!
68:5B:35:D3:31:B2,NYU-TelAviv-iMac-03,192.168.187.230,nyu-telaviv-imac-03.local,192.168.1.35,No Match,No Match,34:17:EB:D8:6B:4A,#VALUE!,#VALUE!
68:5B:35:D2:91:03,NYU-TelAviv-iMac-01,192.168.187.82,nyu-telaviv-imac-01.local,169.254.20.89,No Match,No Match,34:17:EB:D7:BF:F9,#VALUE!,#VALUE!
00:50:56:8E:12:74,ITS850-WAP-W004,192.168.192.10,its850-wap-w004,192.168.192.10,Match,Match,34:17:EB:D8:28:1B,#VALUE!,#VALUE!
00:50:56:8E:01:3F,ITS850-WAP-W006,192.168.192.12,its850-wap-w006,192.168.192.12,Match,Match,34:17:EB:D8:27:42,#VALUE!,#VALUE!
00:50:56:8E:29:E5,ITS850-WAP-W007,192.168.192.13,its850-wap-w007,192.168.192.13,Match,Match,34:17:EB:D8:6B:BF,#VALUE!,#VALUE!
00:50:56:8E:6E:90,ITS850-WAP-W008,192.168.192.14,its850-wap-w008,192.168.192.14,Match,Match,34:17:EB:D8:6B:EB,#VALUE!,#VALUE!
00:50:56:8E:1E:9A,ITS850-WAP-W009,192.168.192.15,its850-wap-w009,192.168.192.15,Match,Match,34:17:EB:D8:72:A6-A2:ED:CD:86:44:93,34:17:EB:D8:72:A6,#VALUE!
00:50:56:8E:61:93,ITS850-WAP-W001,192.168.192.7,its850-wap-w001,192.168.192.7,Match,Match,34:17:EB:D8:73:39,#VALUE!,#VALUE!
00:50:56:8E:66:11,ITS850-WAP-W002,192.168.192.8,its850-wap-w002,192.168.192.8,Match,Match,34:17:EB:D8:26:AB,#VALUE!,#VALUE!
00:50:56:8E:16:6B,ITS850-WAP-APU,192.168.192.80,its850-wap-apu,192.168.192.80,Match,Match,34:17:EB:D7:AE:AA,#VALUE!,#VALUE!
00:50:56:8E:4E:13,ITS850-WAP-AP01,192.168.192.81,its850-wap-ap01,192.168.192.81,Match,Match,34:17:EB:D8:27:D0,#VALUE!,#VALUE!
00:50:56:8E:2D:A9,ITS850-WAP-AP02,192.168.192.82,its850-wap-ap02,192.168.192.82,Match,Match,34:17:EB:D8:6C:61,#VALUE!,#VALUE!
00:50:56:8E:0D:5F,ITS8322WK-W10,192.168.192.83,its850-wap-ap03,192.168.192.83,Match,No Match,34:17:EB:D8:6C:03,#VALUE!,#VALUE!
00:50:56:8E:0D:5F,ITS8322WK-W10,192.168.192.83,its850-wap-ap03,192.168.192.83,Match,No Match,34:17:EB:D8:2E:26,#VALUE!,#VALUE!
00:50:56:8E:0D:5F,ITS8322WK-W10,192.168.192.83,its850-wap-ap03,192.168.192.83,Match,No Match,34:17:EB:D7:A3:79,#VALUE!,#VALUE!
00:50:56:8E:66:3D,ITS8230WK-W7,192.168.192.84,its850-wap-ap04,192.168.192.84,Match,No Match,34:17:EB:D8:6C:0C,#VALUE!,#VALUE!
00:50:56:8E:66:3D,ITS8230WK-W7,192.168.192.84,its850-wap-ap04,192.168.192.84,Match,No Match,34:17:EB:D7:AB:E0,#VALUE!,#VALUE!
00:50:56:8E:56:6E,ITS8215WK-W7,192.168.192.85,its850-wap-ap05,192.168.192.85,Match,No Match,34:17:EB:D8:30:50,#VALUE!,#VALUE!
00:50:56:8E:56:6E,ITS8215WK-W7,192.168.192.85,its850-wap-ap05,192.168.192.85,Match,No Match,34:17:EB:D8:6B:06,#VALUE!,#VALUE!
00:50:56:8E:6E:20,ITS8205WK-W7,192.168.192.86,its850-wap-ap06,192.168.192.86,Match,No Match,34:17:EB:D8:6C:3E,#VALUE!,#VALUE!
00:50:56:8E:6E:20,ITS8205WK-W7,192.168.192.86,its850-wap-ap06,192.168.192.86,Match,No Match,34:17:EB:D8:6B:B0,#VALUE!,#VALUE!
00:50:56:8E:55:7C,Bobst-LL2-iMac-06,192.168.192.87,its850-wap-ap07,192.168.192.87,Match,No Match,34:17:EB:D8:6B:97,#VALUE!,#VALUE!
00:50:56:8E:55:7C,Bobst-LL2-iMac-06,192.168.192.87,its850-wap-ap07,192.168.192.87,Match,No Match,34:17:EB:D8:27:37,#VALUE!,#VALUE!
00:50:56:8E:55:7C,Bobst-LL2-iMac-06,192.168.192.87,its850-wap-ap07,192.168.192.87,Match,No Match,34:17:EB:D8:74:91,#VALUE!,#VALUE!
00:50:56:8E:55:7C,Bobst-LL2-iMac-06,192.168.192.87,its850-wap-ap07,192.168.192.87,Match,No Match,34:17:EB:D8:6E:E9,#VALUE!,#VALUE!
00:50:56:8E:55:7C,Bobst-LL2-iMac-06,192.168.192.87,its850-wap-ap07,192.168.192.87,Match,No Match,34:17:EB:D7:A8:49,#VALUE!,#VALUE!
00:50:56:8E:4E:00,ITS850-WAP-AP08,192.168.192.88,its850-wap-ap08,192.168.192.88,Match,Match,34:17:EB:D8:81:E3,#VALUE!,#VALUE!
00:50:56:8E:4E:00,ITS850-WAP-AP08,192.168.192.88,its850-wap-ap08,192.168.192.88,Match,Match,34:17:EB:D7:A5:33,#VALUE!,#VALUE!
00:50:56:8E:5D:FB,ITS850-WAP-AP09,192.168.192.89,its850-wap-ap09,192.168.192.89,Match,Match,34:17:EB:D8:6E:3C,#VALUE!,#VALUE!
00:50:56:8E:4A:E8,ITS850-WAP-W003,192.168.192.9,its850-wap-w003,192.168.192.9,Match,Match,34:17:EB:A4:F9:92,#VALUE!,#VALUE!
,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,00:50:56:8E:12:74,#VALUE!,#VALUE!
98:5A:EB:CF:1A:E6,NYU-DC-iMac-01,192.168.21.11,#N/A,#N/A,#N/A,#N/A,00:50:56:8E:27:2F,#VALUE!,#VALUE!
98:5A:EB:CF:14:5A,NYU-DC-iMac-02,192.168.21.12,nyu-dc-imac-02.local,192.168.21.12,Match,No Match,00:50:56:8E:01:3F,#VALUE!,#VALUE!
98:5A:EB:CF:7C:0F,NYU-DC-iMac-04,192.168.21.14,nyu-dc-imac-04.local,192.168.21.14,Match,No Match,00:50:56:8E:29:E5,#VALUE!,#VALUE!
98:5A:EB:CF:14:CF,NYU-DC-iMac-05,192.168.21.15,nyu-dc-imac-05.local,192.168.21.15,Match,No Match,00:50:56:8E:6E:90,#VALUE!,#VALUE!
98:5A:EB:CF:18:55,W10-DC-FALL16,192.168.21.16,#N/A,#N/A,#N/A,#N/A,00:50:56:8E:1E:9A,#VALUE!,#VALUE!
98:5A:EB:CF:1D:B5,NYU-DC-iMac-07,192.168.21.17,nyu-dc-imac-07.local,192.168.21.17,Match,No Match,00:50:56:8E:7A:84,#VALUE!,#VALUE!
98:5A:EB:CF:6F:D9,NYU-DC-iMac-09,192.168.21.19,nyu-dc-imac-09.local,192.168.21.19,Match,No Match,00:50:56:8E:63:9D,#VALUE!,#VALUE!
98:5A:EB:CF:19:54,NYU-DC-iMac-10,192.168.21.20,#N/A,#N/A,#N/A,#N/A,00:50:56:8E:61:93,#VALUE!,#VALUE!
98:5A:EB:CF:19:12,W10-DC-FALL16,192.168.21.21,#N/A,#N/A,#N/A,#N/A,00:50:56:8E:66:11,#VALUE!,#VALUE!
98:5A:EB:CF:6F:6E,NYU-DC-iMac-12,192.168.21.22,nyu-dc-imac-12.local,192.168.21.22,Match,No Match,00:50:56:8E:16:6B,#VALUE!,#VALUE!
98:5A:EB:CF:13:93,NYU-DC-iMac-13,192.168.21.23,nyu-dc-imac-13.local,192.168.21.23,Match,No Match,00:50:56:8E:4E:13,#VALUE!,#VALUE!
98:5A:EB:CF:77:35,BERLIN-SPR16,192.168.210.10,NYU-Berlin-Dorm-iMac-04,192.168.210.10,Match,No Match,00:50:56:8E:2D:A9,#VALUE!,#VALUE!
98:5A:EB:CF:69:29,BERLIN-SPR16,192.168.210.11,nyu-berlin-dorm-imac-05.local,192.168.210.11,Match,No Match,00:50:56:8E:0D:5F,#VALUE!,#VALUE!
98:5A:EB:CF:76:66,BERLIN-SPR16,192.168.210.12,nyu-berlin-dorm-imac-06.local,192.168.210.12,Match,No Match,00:50:56:8E:66:3D,#VALUE!,#VALUE!
0C:4D:E9:C2:97:46,BERLIN-SPR16,192.168.210.141,nyu-berlin-media-imac-01.local,192.168.210.141,Match,No Match,00:50:56:8E:56:6E,#VALUE!,#VALUE!
0C:4D:E9:C2:95:35,BERLIN-SPR16,192.168.210.143,nyu-berlin-media-imac-03.local,192.168.210.143,Match,No Match,00:50:56:8E:6E:20,#VALUE!,#VALUE!
0C:4D:E9:A9:99:77,NYU-Berlin-Media-iMac-04,192.168.210.144,NYU-Berlin-Media-iMac-04,192.168.210.144,Match,Match,00:50:56:8E:55:7C,#VALUE!,#VALUE!
0C:4D:E9:C2:93:B9,BERLIN-SPR16,192.168.210.147,nyu-berlin-media-imac-07.local,192.168.210.147,Match,No Match,00:50:56:8E:4E:00,#VALUE!,#VALUE!
0C:4D:E9:C2:95:49,BERLIN-SPR16,192.168.210.149,nyu-berlin-media-imac-09.local,192.168.210.149,Match,No Match,00:50:56:8E:5D:FB,#VALUE!,#VALUE!
0C:4D:E9:C2:97:21,BERLIN-SPR16,192.168.210.150,nyu-berlin-media-imac-10.local,192.168.210.150,Match,No Match,00:50:56:8E:4A:E8,#VALUE!,#VALUE!
0C:4D:E9:C2:4B:91,BERLIN-SPR16,192.168.210.151,nyu-berlin-media-imac-11.local,192.168.210.151,Match,No Match,00:50:56:8E:74:1D,#VALUE!,#VALUE!
0C:4D:E9:C2:93:DA,BERLIN-SPR16,192.168.210.152,nyu-berlin-media-imac-12.local,192.168.210.152,Match,No Match,00:0C:29:C3:BD:34,#VALUE!,#VALUE!
98:5A:EB:CF:12:9B,BERLIN-SPR16,192.168.210.7,nyu-berlin-dorm-imac-01.local,192.168.210.7,Match,No Match,0c:4d:e9:9e:bd:a6,#VALUE!,#VALUE!
98:5A:EB:CF:28:59,BERLIN-SPR16,192.168.210.8,nyu-berlin-dorm-imac-02.local,192.168.210.8,Match,No Match,98:5a:eb:cf:1a:e6-B8:09:8A:DF:C7:73,98:5a:eb:cf:1a:e6,#VALUE!
98:5A:EB:CF:33:C0,BERLIN-SPR16,192.168.210.9,nyu-berlin-dorm-imac-03.local,192.168.210.9,Match,No Match,98:5a:eb:cf:14:5a,#VALUE!,#VALUE!
98:5A:EB:E2:30:2F,NYU-Sydney-iMac-01,192.168.212.133,nyu-sydney-imac-01.local,127.0.0.1,No Match,No Match,98:5a:eb:cf:7c:0f,#VALUE!,#VALUE!
98:5A:EB:E2:37:76,NYU-Sydney-iMac-02,192.168.212.134,nyu-sydney-imac-02.local,192.168.212.134,Match,No Match,98:5a:eb:cf:14:cf,#VALUE!,#VALUE!
98:5A:EB:E2:37:D7,NYU-Sydney-iMac-03,192.168.212.135,nyu-sydney-imac-03.local,192.168.212.135,Match,No Match,98:5a:eb:cf:18:55-B8:09:8A:DF:A5:83,98:5a:eb:cf:18:55,#VALUE!
98:5A:EB:E2:2E:A0,NYU-Sydney-iMac-04,192.168.212.136,nyu-sydney-imac-04.local,192.168.212.136,Match,No Match,98:5a:eb:cf:1d:b5,#VALUE!,#VALUE!
98:5A:EB:E2:39:0F,NYU-Sydney-iMac-05,192.168.212.137,nyu-sydney-imac-05.local,192.168.212.137,Match,No Match,98:5a:eb:cf:6f:d9,#VALUE!,#VALUE!
98:5A:EB:E2:3B:5D,NYU-Sydney-iMac-06,192.168.212.138,nyu-sydney-imac-06.local,192.168.212.138,Match,No Match,98:5a:eb:cf:19:54-B8:09:8A:DF:D5:19,98:5a:eb:cf:19:54,#VALUE!
98:5A:EB:E2:3B:DE,W10-SYDNEY-FALL,192.168.212.139,nyu-sydney-imac-09.sts.its.nyu.edu,192.168.212.139,Match,No Match,98:5a:eb:cf:19:12-B8:09:8A:DF:CD:D1,98:5a:eb:cf:19:12,#VALUE!
98:5A:EB:E2:3A:51,NYU-Sydney-iMac-08,192.168.212.140,nyu-sydney-imac-08.local,192.168.212.140,Match,No Match,98:5a:eb:cf:6f:6e,#VALUE!,#VALUE!
98:5A:EB:E2:3A:98,NYU-Sydney-iMac-13,192.168.212.141,nyu-sydney-imac-13.local,192.168.212.141,Match,No Match,98:5a:eb:cf:13:93,#VALUE!,#VALUE!
98:5A:EB:E2:37:C4,NYU-Sydney-iMac-14,192.168.212.142,nyu-sydney-imac-14.local,192.168.212.142,Match,No Match,98:5a:eb:cf:77:35,#VALUE!,#VALUE!
98:5A:EB:E2:3B:F2,NYU-Sydney-iMac-15,192.168.212.143,nyu-sydney-imac-15.local,192.168.212.143,Match,No Match,98:5a:eb:cf:69:29,#VALUE!,#VALUE!
98:5A:EB:E2:3B:89,W10-SYDNEY-FALL,192.168.212.144,nyu-sydney-imac-09.local,192.168.212.144,Match,No Match,98:5a:eb:cf:76:66,#VALUE!,#VALUE!
98:5A:EB:E2:3C:53,NYU-Sydney-iMac-10,192.168.212.145,nyu-sydney-imac-10.local,192.168.212.145,Match,No Match,0c:4d:e9:c2:97:46,#VALUE!,#VALUE!
98:5A:EB:E2:3F:8A,NYU-Sydney-iMac-11,192.168.212.146,nyu-sydney-imac-11.local,192.168.212.146,Match,No Match,0c:4d:e9:c2:93:73,#VALUE!,#VALUE!
98:5A:EB:E2:38:9F,NYU-Sydney-iMac-12,192.168.212.153,nyu-sydney-imac-12.local,192.168.212.153,Match,No Match,0c:4d:e9:c2:95:35,#VALUE!,#VALUE!
AC:87:A3:38:E7:6E,NYU-Prague-iMac-05,192.168.213.10,nyu-prague-imac-05.local,192.168.213.10,Match,No Match,0c:4d:e9:a9:99:77,#VALUE!,#VALUE!
98:5A:EB:CF:70:2F,NYU-Prague-iMac-06,192.168.213.11,nyup-lab-imac-06.sts.its.nyu.edu,192.168.213.11,Match,No Match,0c:4d:e9:c2:95:39,#VALUE!,#VALUE!
98:5A:EB:CF:70:E3,NYU-Prague-iMac-07,192.168.213.12,nyu-prague-imac-07.local,192.168.213.12,Match,No Match,0c:4d:e9:c2:37:72,#VALUE!,#VALUE!
98:5A:EB:CF:70:60,NYU-Prague-iMac-08,192.168.213.13,nyu-prague-imac-08.local,192.168.213.13,Match,No Match,0c:4d:e9:c2:93:b9,#VALUE!,#VALUE!
98:5A:EB:CF:6F:5E,NYU-Prague-iMac-09,192.168.213.14,nyu-prague-imac-09.local,192.168.213.14,Match,No Match,0c:4d:e9:c2:94:4e,#VALUE!,#VALUE!
98:5A:EB:CF:70:4E,NYU-Prague-iMac-10,192.168.213.15,nyu-prague-imac-10.local,192.168.213.15,Match,No Match,0c:4d:e9:c2:95:49,#VALUE!,#VALUE!
98:5A:EB:CE:44:11,NYU-Prague-iMac-11,192.168.213.16,nyu-prague-imac-11.local,192.168.213.16,Match,No Match,0c:4d:e9:c2:97:21,#VALUE!,#VALUE!
98:5A:EB:CF:70:78,NYU-Prague-iMac-12,192.168.213.17,nyu-prague-imac-12.local,192.168.213.17,Match,No Match,0c:4d:e9:c2:4b:91,#VALUE!,#VALUE!
AC:87:A3:38:E2:E9,NYU-Prague-iMac-13,192.168.213.18,nyu-prague-imac-13.local,192.168.213.18,Match,No Match,0c:4d:e9:c2:93:da,#VALUE!,#VALUE!
AC:87:A3:38:EA:B0,NYU-Prague-iMac-14,192.168.213.19,nyu-prague-imac-14.local,192.168.213.19,Match,No Match,0c:4d:e9:c2:95:b3,#VALUE!,#VALUE!
98:5A:EB:CF:71:67,NYU-Prague-iMac-15,192.168.213.20,nyu-prague-imac-15.local,192.168.213.20,Match,No Match,0c:4d:e9:c2:93:92,#VALUE!,#VALUE!
AC:87:A3:38:E8:E8,NYU-Prague-iMac-16,192.168.213.21,nyu-prague-imac-16.local,192.168.213.21,Match,No Match,98:5a:eb:cf:12:9b,#VALUE!,#VALUE!
98:5A:EB:CF:69:49,NYU-Prague-iMac-17,192.168.213.22,nyu-prague-imac-17.local,192.168.213.22,Match,No Match,98:5a:eb:cf:28:59,#VALUE!,#VALUE!
98:5A:EB:CE:45:63,NYU-Prague-iMac-18,192.168.213.23,nyu-prague-imac-18.local,192.168.213.23,Match,No Match,98:5a:eb:cf:33:c0,#VALUE!,#VALUE!
AC:87:A3:3B:8A:1E,W10-PRAGUE-FALL,192.168.213.24,nyu-prague-imac-19.local,192.168.213.24,Match,No Match,98:5a:eb:e2:37:76,#VALUE!,#VALUE!
